TENDER_BIZPORTAL_ID,TENDER_COUNTRY,ESTIMATED_LANGUAGE,TENDER_DATE_OF_AWARD,TENDER_TITLE,TENDER_DESCRIPTION,AI_MATCH_TERMS,SEARCH_TEXT,AI_REVIEW_LABEL,PROCUREMENT_CONTENT
191665408,CO,English/Latin,2025-02-01,OSIS_2025_SII_TH_Provision of professional services to apply data science and analysis models in automation projects prioritized by the systems office; as well as the storage and disposition of the information held by the GIT Data Management; contributing to the strengthening of the information services implemented; framed in the Technological Modernization for the digital Transformation of DANE at the national level.,,core_ai_en: data science,"OSIS_2025_SII_TH_Provision of professional services to apply data science and analysis models in automation projects prioritized by the systems office; as well as the storage and disposition of the information held by the GIT Data Management; contributing to the strengthening of the information services implemented; framed in the Technological Modernization for the digital Transformation of DANE at the national level. 
",明确 AI 相关,AI 软件、平台或信息系统
79510719,US,English/Latin,2021-07-08,2021-07-08 : RIVERSIDE : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"SINCE THE ADVENT OF FIRST GENERATION MODERN ASTRONOMICAL OBSERVATORIES, THE ENSUING GOAL HAD BEEN TO OBTAIN DEEPER AND HIGHER RESOLUTION OBSERVATIONS OF THE SKY. THOUGH THIS CAN ULTIMATELY BE ATTAINED WITH BETTER INSTRUMENTATION AND LARGER OBSERVATORIES, THESE OBJECTIVES WOULD ULTIMATELY BE LIMITED BY EXISTING TECHNOLOGY, MOST NOTICEABLY AT LONGER WAVELENGTHS. THE AVAILABILITY OF DEEP HIGH RESOLUTION DATA, SPECIFICALLY WHEN AVAILABLE AT MULTIPLE WAVELENGTHS IN THE FORM OF BROAD-BAND AND/OR SPECTROSCOPIC OBSERVATIONS, HAS THE POWER TO DETERMINE THE PHYSICAL PROPERTIES AND EVOLUTIONARY HISTORIES OF GALAXIES. THE FIELD OF MACHINE LEARNING HAS WITNESSED TREMENDOUS ADVANCES OVER THE PAST DECADE WITH THE DEVELOPMENT OF THE STATE-OF-THE-ART HARDWARE COMBINED WITH NEURAL NETWORK DEEP LEARNING ALGORITHMS ACHIEVING SUPER-HUMAN CAPABILITIES. THIS IN PARTICULAR EXTENDS TO NOT ONLY IMAGE CLASSIFICATIONS AND FEATURE IDENTIFICATION BUT TO QUITE INTERESTINGLY MACHINE GENERATED DATA IDENTICAL TO THE REAL OBSERVATIONS, WHERE ITS BEING READILY UTILIZED IN VARIOUS SECTORS. GENERATIVE ADVERSARIAL NETWORKS (GANS) ARE AN UNSUPERVISED DEEP LEARNING BASED GENERATIVE APPROACH THAT ARE NOW WIDELY USED IN MANY DIVERSE DISCIPLINES TO CREATE NEW DATA SATISFYING TRUE DISTRIBUTIONS, REMOVE NOISE, FILL-IN MISSING DATA OR IMPROVE RESOLUTION AMONG OTHER APPLICATIONS. DISTRIBUTION OF GALAXIES IN THEIR MULTIDIMENSIONAL SPACE OF FLUXES OVER THE ELECTROMAGNETIC SPECTRUM PROVIDES A GOOD LEARNING POOL FOR ASTRONOMICAL GANS. IN THIS PROPOSAL WE AIM TO USE THE NASA ASTROPHYSICAL DATABASE ARCHIVE TO TRAIN THE DISTRIBUTION OF GALAXY IMAGES, SEDS AND SPECTRA OVER A WIDE WAVELENGTH RANGE AND USE THE TRAINED MODELS TO PRODUCE HIGH RESOLUTION IMAGES AND SPECTRA GIVEN LOWER RESOLUTION MULTI-WAVEBAND SEDS IN THE SAME WAVELENGTH RANGE. IT HAS BEEN SHOWN THAT THE BROAD-BAND COLORS HAVE HIDDEN INFORMATION ABOUT HIGHER RESOLUTION FEATURES IN THE SPECTRA SUCH AS EMISSION LINE PROPERTIES. GANS PROVIDE THE MEANS TO EASILY FIND THESE HIDDEN CORRELATIONS BY CLASSIFYING GALAXIES OVER THE WHOLE SPECTRAL ENERGY DISTRIBUTIONS (SEDS). WE WILL PROVIDE FINE-TUNED ALGORITHMS TO INCREASE THE NUMBER OF BROAD BANDS IN THE EUCLID AND ROMAN SPACE TELESCOPE DEEP FIELDS, INCREASE THE SPATIAL RESOLUTION OF THE VERA RUBIN OBSERVATORY IMAGES, AND INCREASE THE SPECTRAL RESOLUTION OF SPHEREX OBSERVATIONS TO MATCH THOSE OF THE KECK. BENEFITS FROM THESE ENHANCED DATA PRODUCTS ARE COUNTLESS, AMONG WHICH ARE LESS BLENDING, BETTER REDSHIFT MEASUREMENTS, ACCURATE PHYSICAL PARAMETER ESTIMATES, MORE ACCURATE WEAK LENSING STUDIES, AND MORE PRECISE COSMOLOGICAL MEASUREMENTS WITHOUT THE NEED FOR MORE TELESCOPE TIME.",core_ai_en: machine learning; core_ai_en: deep learning; core_ai_en: neural network,"2021-07-08 : RIVERSIDE : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION 
SINCE THE ADVENT OF FIRST GENERATION MODERN ASTRONOMICAL OBSERVATORIES, THE ENSUING GOAL HAD BEEN TO OBTAIN DEEPER AND HIGHER RESOLUTION OBSERVATIONS OF THE SKY. THOUGH THIS CAN ULTIMATELY BE ATTAINED WITH BETTER INSTRUMENTATION AND LARGER OBSERVATORIES, THESE OBJECTIVES WOULD ULTIMATELY BE LIMITED BY EXISTING TECHNOLOGY, MOST NOTICEABLY AT LONGER WAVELENGTHS. THE AVAILABILITY OF DEEP HIGH RESOLUTION DATA, SPECIFICALLY WHEN AVAILABLE AT MULTIPLE WAVELENGTHS IN THE FORM OF BROAD-BAND AND/OR SPECTROSCOPIC OBSERVATIONS, HAS THE POWER TO DETERMINE THE PHYSICAL PROPERTIES AND EVOLUTIONARY HISTORIES OF GALAXIES. THE FIELD OF MACHINE LEARNING HAS WITNESSED TREMENDOUS ADVANCES OVER THE PAST DECADE WITH THE DEVELOPMENT OF THE STATE-OF-THE-ART HARDWARE COMBINED WITH NEURAL NETWORK DEEP LEARNING ALGORITHMS ACHIEVING SUPER-HUMAN CAPABILITIES. THIS IN PARTICULAR EXTENDS TO NOT ONLY IMAGE CLASSIFICATIONS AND FEATURE IDENTIFICATION BUT TO QUITE INTERESTINGLY MACHINE GENERATED DATA IDENTICAL TO THE REAL OBSERVATIONS, WHERE ITS BEING READILY UTILIZED IN VARIOUS SECTORS. GENERATIVE ADVERSARIAL NETWORKS (GANS) ARE AN UNSUPERVISED DEEP LEARNING BASED GENERATIVE APPROACH THAT ARE NOW WIDELY USED IN MANY DIVERSE DISCIPLINES TO CREATE NEW DATA SATISFYING TRUE DISTRIBUTIONS, REMOVE NOISE, FILL-IN MISSING DATA OR IMPROVE RESOLUTION AMONG OTHER APPLICATIONS. DISTRIBUTION OF GALAXIES IN THEIR MULTIDIMENSIONAL SPACE OF FLUXES OVER THE ELECTROMAGNETIC SPECTRUM PROVIDES A GOOD LEARNING POOL FOR ASTRONOMICAL GANS. IN THIS PROPOSAL WE AIM TO USE THE NASA ASTROPHYSICAL DATABASE ARCHIVE TO TRAIN THE DISTRIBUTION OF GALAXY IMAGES, SEDS AND SPECTRA OVER A WIDE WAVELENGTH RANGE AND USE THE TRAINED MODELS TO PRODUCE HIGH RESOLUTION IMAGES AND SPECTRA GIVEN LOWER RESOLUTION MULTI-WAVEBAND SEDS IN THE SAME WAVELENGTH RANGE. IT HAS BEEN SHOWN THAT THE BROAD-BAND COLORS HAVE HIDDEN INFORMATION ABOUT HIGHER RESOLUTION FEATURES IN THE SPECTRA SUCH AS EMISSION LINE PROPERTIES. GANS PROVIDE THE MEANS TO EASILY FIND THESE HIDDEN CORRELATIONS BY CLASSIFYING GALAXIES OVER THE WHOLE SPECTRAL ENERGY DISTRIBUTIONS (SEDS). WE WILL PROVIDE FINE-TUNED ALGORITHMS TO INCREASE THE NUMBER OF BROAD BANDS IN THE EUCLID AND ROMAN SPACE TELESCOPE DEEP FIELDS, INCREASE THE SPATIAL RESOLUTION OF THE VERA RUBIN OBSERVATORY IMAGES, AND INCREASE THE SPECTRAL RESOLUTION OF SPHEREX OBSERVATIONS TO MATCH THOSE OF THE KECK. BENEFITS FROM THESE ENHANCED DATA PRODUCTS ARE COUNTLESS, AMONG WHICH ARE LESS BLENDING, BETTER REDSHIFT MEASUREMENTS, ACCURATE PHYSICAL PARAMETER ESTIMATES, MORE ACCURATE WEAK LENSING STUDIES, AND MORE PRECISE COSMOLOGICAL MEASUREMENTS WITHOUT THE NEED FOR MORE TELESCOPE TIME.",明确 AI 相关,AI 研究、研发或原型项目
111770547,US,English/Latin,2023-11-01,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",REAL-TIME ISOTOPE IDENTIFICATION AND QUANTIFICATION USING NEURAL NETWORK FOR ADVANCED ATOM TRAP TRACE ANALYSIS,core_ai_en: neural network,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
REAL-TIME ISOTOPE IDENTIFICATION AND QUANTIFICATION USING NEURAL NETWORK FOR ADVANCED ATOM TRAP TRACE ANALYSIS",明确 AI 相关,AI 研究、研发或原型项目
8682188,US,English/Latin,2015-06-05,Other Electronic and Precision Equipment Repair and Maintenance,"OTHER FUNCTIONS IGF::OT::IGF SEVEN (7) MATLAB MAINTENANCE [SUBML], ONE MAPPING TOOL [SUBMG], ONE OPTIMIZATION TOOLBOX MAINTENANCE [SUBOP], AND THREE (3) STATISTICAL AND MACHINE LEARNING TOOLBOX [SUBST]",core_ai_en: machine learning,"Other Electronic and Precision Equipment Repair and Maintenance 
OTHER FUNCTIONS IGF::OT::IGF SEVEN (7) MATLAB MAINTENANCE [SUBML], ONE MAPPING TOOL [SUBMG], ONE OPTIMIZATION TOOLBOX MAINTENANCE [SUBOP], AND THREE (3) STATISTICAL AND MACHINE LEARNING TOOLBOX [SUBST]",明确 AI 相关,设施维护/清洁/安保/邮政服务
14620498,US,English/Latin,2010-08-08,"Research and Development in the Physical, Engineering, and Life Sciences",DATA SCIENCES PHOTONICS DATA ANALYSIS,core_ai_en: data science,"Research and Development in the Physical, Engineering, and Life Sciences 
DATA SCIENCES PHOTONICS DATA ANALYSIS",明确 AI 相关,AI 研究、研发或原型项目
78360459,US,English/Latin,2021-12-16,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",AIMED: ARTIFICIAL INTELLIGENCE MANAGED EXPLORATION OF DESIGN,core_ai_en: artificial intelligence,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
AIMED: ARTIFICIAL INTELLIGENCE MANAGED EXPLORATION OF DESIGN",明确 AI 相关,AI 研究、研发或原型项目
111260685,US,English/Latin,2024-02-01,OTHER COMPUTER RELATED SERVICES,MICROSOFT AZURE CLOUD HOSTING COST FOR VIRTUALIZED MACHINES - GENERATIVE AI ENGINEERING RESEARCH SUPPORT,core_ai_en: \bAI\b; core_ai_en: generative ai,"OTHER COMPUTER RELATED SERVICES 
MICROSOFT AZURE CLOUD HOSTING COST FOR VIRTUALIZED MACHINES - GENERATIVE AI ENGINEERING RESEARCH SUPPORT",明确 AI 相关,AI 研究、研发或原型项目
191905589,CN,English/Latin,2025-02-11,Artificial Intelligence Exhibition Hall Exhibits Project (Second Time),Sichuan Science and Technology Museum Artificial Intelligence Exhibition Hall Exhibits Project (Second) Public Bidding Announcement,core_ai_en: artificial intelligence,"Artificial Intelligence Exhibition Hall Exhibits Project (Second Time) 
Sichuan Science and Technology Museum Artificial Intelligence Exhibition Hall Exhibits Project (Second) Public Bidding Announcement",明确 AI 相关,其他/需人工查看描述
77518753,US,English/Latin,2022-12-20,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",SBIR PHASE II (O2-1787) STUDY REINFORCEMENT LEARNING WITH INTELLIGENT CONTEXT-BASED EXPLORATION (RL-ICE),core_ai_en: reinforcement learning,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
SBIR PHASE II (O2-1787) STUDY REINFORCEMENT LEARNING WITH INTELLIGENT CONTEXT-BASED EXPLORATION (RL-ICE)",明确 AI 相关,AI 研究、研发或原型项目
47304378,US,English/Latin,2017-01-26,2016-05-29 : ITHACA : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"MID-20TH CENTURY ICE HEIGHTS FROM ARCHIVED ANTARCTIC AERIAL PHOTOGRAPHY UNDERSTANDING HOW THE ANTARCTIC ICE SHEET OPERATES IS VITAL, CHANGES THERE AFFECT GLOBAL SEA LEVEL, THERMOHALINE CIRCULATION, AND CLIMATE AND WEATHER PATTERNS. NUMERICAL MODELS WITH REALISTIC PHYSICS MAKE IT POSSIBLE TO DECIPHER THE PROCESSES AND PHENOMENA THAT CONTROL THE BEHAVIOR OF THE ICE SHEET. ADVANCEMENTS IN BOTH ICE SHEET AND GLACIAL ISOSTATIC ADJUSTMENT (GIA) MODELING HAVE BEEN HAMPERED BY A LACK OF DATA WITH WHICH TO CONSTRAIN AND VALIDATE THE MODELS. ANTARCTICA IS UNDER-SAMPLED AND THE ADDITION OF EVEN A FEW DATA POINTS CAN RADICALLY RE-SHAPE OUR VIEW OF THE ICE SHEET AS A WHOLE. CONFIDENCE IN PREDICTIONS ON HOW THE CONFIGURATION OF THE ANTARCTIC ICE SHEET IS LIKELY TO EVOLVE IN THE NEAR FUTURE UNDER VARIOUS WARMING SCENARIOS WILL IMPROVE WITH NEW DATA ASSIMILATION AND VALIDATION SOURCES THAT WE WILL PROVIDE. UNDERSTANDING THE ANTARCTIC IS CRITICAL TO UNDERSTANDING THE EARTH SYSTEM, A CORE MISSION OF NASA. OUR WORK WILL PRODUCE A NOVEL ANTARCTIC ICE-HEIGHT DATA SOURCE DERIVED FROM ARCHIVED AERIAL PHOTOGRAPHY COLLECTED BETWEEN 1946 AND THE LATE 1990S. THESE ELEVATION DATA WILL BE USED TO ASCERTAIN HOW PARTS OF THE ANTARCTIC ICE SHEET HAVE CHANGED OVER THE LAST 15 TO 70 YEARS. THE ELEVATION DATA WILL BE ASSIMILATED INTO COUPLED ATMOSPHERIC/ICE-SHEET MODELS AND CAN ALSO BE USED BY INPUT TO ICE-HISTORY/ EARTH RHEOLOGY GIA MODELS. OUR DATA WILL ALLOW THE ICE SHEET MODELING COMMUNITY TO IMPROVE MODEL SKILL AND REDUCE THE UNCERTAINTIES ON THE PROGNOSTIC MODEL OUTPUT. IMPROVED MODELS WILL HELP PREDICT THE FUTURE BEHAVIOR OF ANTARCTICA, ALLOWING ASSESSMENT OF HOW CLOSE COMPONENTS OF THE ANTARCTIC SYSTEM ARE TO GLACIOLOGICAL TIPPING POINTS AND PROVIDE MORE PRECISE EXAMINATION OF THE THREAT OF ACCELERATED SEA LEVEL RISE IN THE NEAR TERM. THE MID 20TH CENTURY ELEVATION DATA SET WILL ALLOW CLOSE INSPECTION OF REGIONAL ICE MASS CHANGES AND ICE FRONT INSTABILITY ALONG THE COAST OF WEST ANTARCTICA, THE TRANSANTARTIC MOUNTAINS AND AROUND BEDROCK OUTCROPS EVERYWHERE ELSE IN ANTARCTICA WHERE THERE IS SUFFICIENT AND USEABLE ARCHIVED AERIAL PHOTOGRAPHY. THIS EXAMINATION WILL LET US TEST OUR MAIN QUESTION: ARE RECENT ANTARCTIC ICE MASS LOSS RATES, ESPECIALLY IN THE AMUNDSEN SEA EMBAYMENT, EXCEPTIONAL COMPARED TO AVERAGE MASS LOSS RATES OVER THE LAST 50-70 YEARS? THE PROJECT RELIES ON THE MELDING OF NEW TECHNOLOGY AND OLD DATA AND IS LEVERAGED BY THE WHOLESALE SCANNING OF ANALOGUE PHOTOGRAPHS FROM EXPEDITIONS THAT OCCURRED BETWEEN THE MID-1940S THROUGH THE EARLY 1990S; THE AVAILABILITY OF SUB-METER RESOLUTION SATELLITE IMAGERY; ALONG-TRACK STEREO SATELLITE DERIVED METER-SCALE TOPOGRAPHY; ADVANCES IN COMPUTER VISION AND STRUCTURE FROM MOTION ALGORITHMS; AND REMOTELY SENSED GROUND CONTROL DATA AVAILABLE FROM THE NASA ICESAT AND ICEBRIDGE MISSIONS, SUPPLEMENTED WITH ESA CRYOSAT-2 DATA WHERE NECESSARY. THE PROJECT WILL: 1) CREATE A DATABASE OF TIME-TAGGED ICE AND BEDROCK HIGH-RESOLUTION DIGITAL ELEVATION MODELS (DEMS) 2) CO-REGISTER THE DERIVED DEMS TO EXISTING SOURCES OF GROUND CONTROL, SUCH AS ICESAT, AIRBORNE TOPOGRAPHIC MAPPER (ATM) AND LAND, VEGETATION AND ICE SENSOR (LVIS) LASER ALTIMETRY USING TIE POINTS OVER PROMINENT BEDROCK FEATURES,. 3) ORTHORECTIFY THE SUB-METER SATELLITE IMAGERY TO THE HIGH-RESOLUTION DEMS. 4) USE AFFINE SCALE INVARIANT FEATURE TRACKING (ASIFT) ALGORITHMS TO CO-REGISTER AERIAL PHOTOGRAPHY TO ORTHORECTIFIED SUB-METER SATELLITE IMAGERY. THIS WILL PROVIDE GROUND CONTROL FOR THE AERIAL PHOTOGRAPHY. 5) USE A TWO PRONGED APPROACH USING STRUCTURE FROM MOTION ALGORITHMS AND STEREO-PHOTOGRAMMETRY, ASSISTED WITH THE GROUND CONTROL, TO PRODUCE DEMS FROM MID-CENTURY AERIAL PHOTOGRAPHY. 6) PRODUCE ICE HEIGHT CHANGE TIME-SERIES AT MANY HUNDREDS OF LOCATIONS AROUND ANTARCTICA. EXAMINE THESE FOR PATTERNS THAT ARE INDICATE COMMON FORCING FACTORS. 7) ASSIMILATE MID-CENTURY ICE GEOMETRY INTO COUPLED ATMOSPHERIC/ICE-SHEET MODELS. 8) MAKE ELEVAT",core_ai_en: computer vision,"2016-05-29 : ITHACA : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION 
MID-20TH CENTURY ICE HEIGHTS FROM ARCHIVED ANTARCTIC AERIAL PHOTOGRAPHY UNDERSTANDING HOW THE ANTARCTIC ICE SHEET OPERATES IS VITAL, CHANGES THERE AFFECT GLOBAL SEA LEVEL, THERMOHALINE CIRCULATION, AND CLIMATE AND WEATHER PATTERNS. NUMERICAL MODELS WITH REALISTIC PHYSICS MAKE IT POSSIBLE TO DECIPHER THE PROCESSES AND PHENOMENA THAT CONTROL THE BEHAVIOR OF THE ICE SHEET. ADVANCEMENTS IN BOTH ICE SHEET AND GLACIAL ISOSTATIC ADJUSTMENT (GIA) MODELING HAVE BEEN HAMPERED BY A LACK OF DATA WITH WHICH TO CONSTRAIN AND VALIDATE THE MODELS. ANTARCTICA IS UNDER-SAMPLED AND THE ADDITION OF EVEN A FEW DATA POINTS CAN RADICALLY RE-SHAPE OUR VIEW OF THE ICE SHEET AS A WHOLE. CONFIDENCE IN PREDICTIONS ON HOW THE CONFIGURATION OF THE ANTARCTIC ICE SHEET IS LIKELY TO EVOLVE IN THE NEAR FUTURE UNDER VARIOUS WARMING SCENARIOS WILL IMPROVE WITH NEW DATA ASSIMILATION AND VALIDATION SOURCES THAT WE WILL PROVIDE. UNDERSTANDING THE ANTARCTIC IS CRITICAL TO UNDERSTANDING THE EARTH SYSTEM, A CORE MISSION OF NASA. OUR WORK WILL PRODUCE A NOVEL ANTARCTIC ICE-HEIGHT DATA SOURCE DERIVED FROM ARCHIVED AERIAL PHOTOGRAPHY COLLECTED BETWEEN 1946 AND THE LATE 1990S. THESE ELEVATION DATA WILL BE USED TO ASCERTAIN HOW PARTS OF THE ANTARCTIC ICE SHEET HAVE CHANGED OVER THE LAST 15 TO 70 YEARS. THE ELEVATION DATA WILL BE ASSIMILATED INTO COUPLED ATMOSPHERIC/ICE-SHEET MODELS AND CAN ALSO BE USED BY INPUT TO ICE-HISTORY/ EARTH RHEOLOGY GIA MODELS. OUR DATA WILL ALLOW THE ICE SHEET MODELING COMMUNITY TO IMPROVE MODEL SKILL AND REDUCE THE UNCERTAINTIES ON THE PROGNOSTIC MODEL OUTPUT. IMPROVED MODELS WILL HELP PREDICT THE FUTURE BEHAVIOR OF ANTARCTICA, ALLOWING ASSESSMENT OF HOW CLOSE COMPONENTS OF THE ANTARCTIC SYSTEM ARE TO GLACIOLOGICAL TIPPING POINTS AND PROVIDE MORE PRECISE EXAMINATION OF THE THREAT OF ACCELERATED SEA LEVEL RISE IN THE NEAR TERM. THE MID 20TH CENTURY ELEVATION DATA SET WILL ALLOW CLOSE INSPECTION OF REGIONAL ICE MASS CHANGES AND ICE FRONT INSTABILITY ALONG THE COAST OF WEST ANTARCTICA, THE TRANSANTARTIC MOUNTAINS AND AROUND BEDROCK OUTCROPS EVERYWHERE ELSE IN ANTARCTICA WHERE THERE IS SUFFICIENT AND USEABLE ARCHIVED AERIAL PHOTOGRAPHY. THIS EXAMINATION WILL LET US TEST OUR MAIN QUESTION: ARE RECENT ANTARCTIC ICE MASS LOSS RATES, ESPECIALLY IN THE AMUNDSEN SEA EMBAYMENT, EXCEPTIONAL COMPARED TO AVERAGE MASS LOSS RATES OVER THE LAST 50-70 YEARS? THE PROJECT RELIES ON THE MELDING OF NEW TECHNOLOGY AND OLD DATA AND IS LEVERAGED BY THE WHOLESALE SCANNING OF ANALOGUE PHOTOGRAPHS FROM EXPEDITIONS THAT OCCURRED BETWEEN THE MID-1940S THROUGH THE EARLY 1990S; THE AVAILABILITY OF SUB-METER RESOLUTION SATELLITE IMAGERY; ALONG-TRACK STEREO SATELLITE DERIVED METER-SCALE TOPOGRAPHY; ADVANCES IN COMPUTER VISION AND STRUCTURE FROM MOTION ALGORITHMS; AND REMOTELY SENSED GROUND CONTROL DATA AVAILABLE FROM THE NASA ICESAT AND ICEBRIDGE MISSIONS, SUPPLEMENTED WITH ESA CRYOSAT-2 DATA WHERE NECESSARY. THE PROJECT WILL: 1) CREATE A DATABASE OF TIME-TAGGED ICE AND BEDROCK HIGH-RESOLUTION DIGITAL ELEVATION MODELS (DEMS) 2) CO-REGISTER THE DERIVED DEMS TO EXISTING SOURCES OF GROUND CONTROL, SUCH AS ICESAT, AIRBORNE TOPOGRAPHIC MAPPER (ATM) AND LAND, VEGETATION AND ICE SENSOR (LVIS) LASER ALTIMETRY USING TIE POINTS OVER PROMINENT BEDROCK FEATURES,. 3) ORTHORECTIFY THE SUB-METER SATELLITE IMAGERY TO THE HIGH-RESOLUTION DEMS. 4) USE AFFINE SCALE INVARIANT FEATURE TRACKING (ASIFT) ALGORITHMS TO CO-REGISTER AERIAL PHOTOGRAPHY TO ORTHORECTIFIED SUB-METER SATELLITE IMAGERY. THIS WILL PROVIDE GROUND CONTROL FOR THE AERIAL PHOTOGRAPHY. 5) USE A TWO PRONGED APPROACH USING STRUCTURE FROM MOTION ALGORITHMS AND STEREO-PHOTOGRAMMETRY, ASSISTED WITH THE GROUND CONTROL, TO PRODUCE DEMS FROM MID-CENTURY AERIAL PHOTOGRAPHY. 6) PRODUCE ICE HEIGHT CHANGE TIME-SERIES AT MANY HUNDREDS OF LOCATIONS AROUND ANTARCTICA. EXAMINE THESE FOR PATTERNS THAT ARE INDICATE COMMON FORCING FACTORS. 7) ASSIMILATE MID-CENTURY ICE GEOMETRY INTO COUPLED ATMOSPHERIC/ICE-SHEET MODELS. 8) MAKE ELEVAT",明确 AI 相关,AI 软件、平台或信息系统
